"age_yrBP","depth_m","deuterium_permille","temp_anomaly_C"
"12503.2119","382.25","-410.9",-3.86
"12530.3105","382.8","-420.8",-5.5
"12559.377","383.35","-417.2",-4.91
"12588.3926","383.9","-418.8",-5.17
"12617.3242","384.45","-415.6",-4.65
"12645.7383","385","-418.6",-5.15
"12673.4316","385.55","-410.9",-3.88
"12700.4229","386.1","-413.7",-4.35
"12727.2959","386.65","-412.7",-4.19
"12754.4102","387.2","-419.3",-5.28
"12784.1279","387.75","-420.8",-5.53
"12812.8379","388.3","-412.1",-4.1
"12840.6387","388.85","-416",-4.74
"12867.3994","389.4","-408.8",-3.56
"12894.1436","389.95","-413.9",-4.41
"12921.5732","390.5","-416.4",-4.82
"12949.6152","391.05","-417.7",-5.04
"12978.3389","391.6","-414.9",-4.58
"13005.3965","392.15","-410.4",-3.85
"13032.168","392.7","-411.6",-4.05
"13058.9648","393.25","-415",-4.61
"13086.6318","393.8","-418.4",-5.17
"13115.4902","394.35","-415.5",-4.7
"13143.252","394.9","-412.9",-4.27
"13170.4932","395.45","-408",-3.47
"13195.9873","396","-410.8",-3.94
"13221.9482","396.55","-414.8",-4.6
"13248.8369","397.1","-408.7",-3.6
"13274.8125","397.65","-408.5",-3.57
"13300.1768","398.2","-411.8",-4.12
"13326.6846","398.75","-412.8",-4.28
"13353.667","399.3","-419",-5.31
"13383.1836","399.85","-417.5",-5.06
"13412.043","400.4","-414",-4.49
"13440.2119","400.95","-416.6",-4.92
"13467.7861","401.5","-410.8",-3.97
"13494.8799","402.05","-403.4",-2.76
"13519.9131","402.6","-413.7",-4.46
"13545.542","403.15","-410.2",-3.88
"13572.4082","403.7","-415.9",-4.83
"13600.4316","404.25","-416.8",-4.98
"13629.2363","404.8","-417.3",-5.06
"13658.3955","405.35","-417.1",-5.03
"13686.9766","405.9","-411.9",-4.18
"13714.5898","406.45","-415.5",-4.78
"13742.3896","407","-413.4",-4.43
"13770.2178","407.55","-405",-3.06
"13796.3457","408.1","-417.2",-5.07
"13822.4404","408.65","-405.5",-3.15
"13848.4473","409.2","-414.3",-4.6
"13875.4268","409.75","-414.8",-4.68
"13903.4229","410.3","-412",-4.23
"13929.7461","410.85","-407.5",-3.49
"13955.624","411.4","-403.4",-2.82
"13978.9863","411.95","-402.3",-2.64
"14002.4414","412.5","-405.9",-3.24
"14027.6934","413.05","-410.4",-3.98
"14053.2969","413.6","-410.8",-4.05
"14080.1504","414.15","-413.4",-4.48
"14106.1699","414.7","-406",-3.27
"14131.2773","415.25","-402.6",-2.71
"14155.6436","415.8","-404.3",-3
"14179.5664","416.35","-406.9",-3.43
"14204.5215","416.9","-411.2",-4.14
"14229.9482","417.45","-392.2",-1.02
"14251.6855","418","-397.7",-1.93
"14272.6641","418.55","-399.1",-2.16
"14294.8633","419.1","-402.3",-2.69
"14317.7021","419.65","-401.1",-2.5
"14340.8975","420.2","-403.9",-2.96
"14364.3115","420.75","-401.2",-2.52
"14390.0684","421.3","-418.2",-5.32
"14417.127","421.85","-408.8",-3.78
"14441.9443","422.4","-402.3",-2.71
"14466.5557","422.95","-411.1",-4.17
"14493.4365","423.5","-411.1",-4.17
"14520.1777","424.05","-407.3",-3.55
"14546.5146","424.6","-413.6",-4.59
"14573.5322","425.15","-411.2",-4.2
"14601.2031","425.7","-418.6",-5.42
"14630.5674","426.25","-415.7",-4.94
"14659.8857","426.8","-411.3",-4.22
"14687.8242","427.35","-416.2",-5.03
"14715.834","427.9","-412.6",-4.44
"14743.9121","428.45","-407.6",-3.62
"14770.2705","429","-410.1",-4.04
"14796.4482","429.55","-411.6",-4.29
"14823.0586","430.1","-407.5",-3.62
"14849.6504","430.65","-409.9",-4.02
"14876.2168","431.2","-411.3",-4.25
"14904.249","431.75","-419",-5.52
"14933.3652","432.3","-399.4",-2.3
"14958.7334","432.85","-413",-4.54
"14984.2314","433.4","-416.4",-5.1
"15013.6973","433.95","-416.3",-5.09
"15042.25","434.5","-410",-4.05
"15069.832","435.05","-410.7",-4.17
"15097.373","435.6","-412.7",-4.5
"15124.9482","436.15","-411.8",-4.36
"15152.917","436.7","-414.2",-4.76
"15181.5762","437.25","-416.6",-5.16
"15211.252","437.8","-420",-5.72
"15242.0713","438.35","-418.5",-5.47
"15273.1592","438.9","-419.6",-5.66
"15304.2441","439.45","-418.7",-5.51
"15335.3877","440","-420.1",-5.74
"15366.4971","440.55","-419.8",-5.7
"15397.4355","441.1","-414",-4.75
"15427.1318","441.65","-416.2",-5.11
"15456.5674","442.2","-417.6",-5.35
"15487.4111","442.75","-421.6",-6.01
"15518.2646","443.3","-416.6",-5.19
"15549.1982","443.85","-423.8",-6.37
"15581.1982","444.4","-414.2",-4.8
"15612.0059","444.95","-417.8",-5.39
"15641.9473","445.5","-416.9",-5.25
"15672.4775","446.05","-419.1",-5.61
"15703.0625","446.6","-417.3",-5.32
"15733.7461","447.15","-419.1",-5.62
"15765.1611","447.7","-420.3",-5.82
"15797.1064","448.25","-422.5",-6.18
"15829.6992","448.8","-417.7",-5.39
"15861.7119","449.35","-425.4",-6.66
"15894.1484","449.9","-420.8",-5.91
"15927.0967","450.45","-421.1",-5.96
"15959.8936","451","-424.1",-6.46
"15993.8545","451.55","-426.8",-6.9
"16028.6016","452.1","-425.9",-6.76
"16063.3047","452.65","-420.9",-5.94
"16096.1738","453.2","-421.9",-6.1
"16128.8203","453.75","-421.7",-6.07
"16161.6318","454.3","-422.6",-6.22
"16195.9795","454.85","-429.8",-7.41
"16230.9004","455.4","-423.9",-6.44
"16265.7949","455.95","-421.9",-6.12
"16299.1855","456.5","-425.8",-6.76
"16333.9238","457.05","-426",-6.79
"16368.9844","457.6","-425.7",-6.75
"16404.127","458.15","-426.4",-6.86
"16440.2832","458.7","-434.2",-8.15
"16478.1836","459.25","-427.5",-7.05
"16515.8105","459.8","-429.9",-7.44
"16552.6055","460.35","-428.1",-7.15
"16589.1406","460.9","-426.1",-6.82
"16626.293","461.45","-438.3",-8.83
"16665.4121","462","-429.4",-7.37
"16705.0781","462.55","-434.5",-8.21
"16744.416","463.1","-433.9",-8.11
"16784.4961","463.65","-434.6",-8.23
"16825.2012","464.2","-439.3",-9
"16867.3789","464.75","-431.6",-7.74
"16907.0547","465.3","-432",-7.8
"16946.5059","465.85","-435.5",-8.38
"16986.0293","466.4","-429.4",-7.38
"17024.6406","466.95","-437.2",-8.66
"17066.1973","467.5","-429.5",-7.4
"17105.4863","468.05","-441.5",-9.37
"17148.0977","468.6","-436.2",-8.5
"17190.4863","469.15","-435.6",-8.4
"17232.6211","469.7","-439.9",-9.11
"17275.2285","470.25","-435.5",-8.39
"17317.6758","470.8","-439.7",-9.08
"17361.4199","471.35","-442.5",-9.54
"17407.1738","471.9","-442.1",-9.47
"17452.9473","472.45","-442.1",-9.47
"17498.7051","473","-443.5",-9.7
"17545.2012","473.55","-433.9",-8.13
"17586.3848","474.1","-439",-8.97
"17630.1895","474.65","-443.7",-9.74
"17675.6816","475.2","-438.6",-8.9
"17719.9141","475.75","-438.4",-8.87
"17764.0391","476.3","-442.5",-9.54
"17809.8027","476.85","-444.2",-9.82
"17856.7402","477.4","-443.1",-9.64
"17903.1504","477.95","-440.5",-9.21
"17948.5273","478.5","-440.7",-9.25
"17993.2168","479.05","-438.8",-8.94
"18037.4648","479.6","-440.3",-9.18
"18082.2305","480.15","-441.9",-9.45
"18128.0039","480.7","-441.7",-9.41
"18173.834","481.25","-441.4",-9.36
"18219.4805","481.8","-442.3",-9.51
"18265.7422","482.35","-441.6",-9.4
"18311.7812","482.9","-447.4",-10.35
"18361.4863","483.45","-437.2",-8.67
"18404.7891","484","-440.8",-9.26
"18449.3281","484.55","-436.5",-8.56
"18493.4316","485.1","-444.8",-9.92
"18539.7207","485.65","-440.5",-9.21
"18585.959","486.2","-442.9",-9.61
"18632.1836","486.75","-441.4",-9.36
"18677.9102","487.3","-439.3",-9.02
"18723.4492","487.85","-443.4",-9.69
"18769.0117","488.4","-438.2",-8.84
"18815.0078","488.95","-446",-10.12
"18862.0254","489.5","-441.3",-9.34
"18907.8262","490.05","-435.8",-8.44
"18952.5684","490.6","-447.9",-10.43
"19001.1602","491.15","-444.6",-9.89
"19048.7832","491.7","-436.3",-8.52
"19093.1367","492.25","-442.5",-9.54
"19139.2227","492.8","-441.3",-9.34
"19184.8809","493.35","-432",-7.81
"19225.7441","493.9","-442.6",-9.55
"19271.8945","494.45","-438.7",-8.91
"19317.1797","495","-445.1",-9.96
"19364.7051","495.55","-440.2",-9.16
"19411.0977","496.1","-443.8",-9.75
"19458.4141","496.65","-443",-9.62
"19506.418","497.2","-446.5",-10.19
"19555.1719","497.75","-441.5",-9.37
"19602.9258","498.3","-446.5",-10.19
"19652.002","498.85","-444.9",-9.93
"19700.2168","499.4","-438.9",-8.94
"19745.5742","499.95","-438.3",-8.84
"19789.5312","500.5","-436.4",-8.53
"19833.9238","501.05","-442.4",-9.51
"19880.9395","501.6","-448",-10.43
"19930.5176","502.15","-444.2",-9.81
"19979.2168","502.7","-441.7",-9.4
"20025.9492","503.25","-439.5",-9.04
"20071.9766","503.8","-442.1",-9.46
"20117.7188","504.35","-437.5",-8.71
"20163.3516","504.9","-444.1",-9.79
"20210.3184","505.45","-440.6",-9.22
"20257.0957","506","-442.5",-9.53
"20304.3652","506.55","-443.5",-9.69
"20352.4238","507.1","-443.7",-9.72
"20401.0352","507.65","-446.5",-10.18
"20450.209","508.2","-438.8",-8.92
"20495.9707","508.75","-438.3",-8.83
"20540.707","509.3","-441.2",-9.31
"20587.1621","509.85","-442.3",-9.49
"20634.5605","510.4","-443.3",-9.65
"20682.7129","510.95","-443.2",-9.64
"20730.7422","511.5","-439.5",-9.03
"20776.4121","512.05","-441.5",-9.36
"20823.2305","512.6","-441.8",-9.41
"20870.3926","513.15","-442.2",-9.47
"20917.7539","513.7","-441.7",-9.39
"20965.4648","514.25","-446.3",-10.14
"21014.8594","514.8","-440.9",-9.25
"21062.2578","515.35","-442.5",-9.52
"21109.1543","515.9","-437.8",-8.74
"21154.6133","516.45","-439.7",-9.06
"21201.1387","517","-445.6",-10.02
"21250.2695","517.55","-445.7",-10.04
"21299.6152","518.1","-440.6",-9.2
"21346.3184","518.65","-436.9",-8.59
"21390.1914","519.2","-432.8",-7.92
"21434.5781","519.75","-446.1",-10.1
"21482.3066","520.3","-443.7",-9.71
"21530.7148","520.85","-438.8",-8.9
"21577.6777","521.4","-443.3",-9.64
"21625.9883","521.95","-446.2",-10.12
"21675.7695","522.5","-442.9",-9.57
"21724.0586","523.05","-439.2",-8.96
"21770.1602","523.6","-437.7",-8.72
"21814.9258","524.15","-436.2",-8.47
"21859.1855","524.7","-442",-9.42
"21906.5254","525.25","-440.3",-9.14
"21953.1992","525.8","-443.1",-9.6
"22001.8184","526.35","-442.2",-9.45
"22049.8418","526.9","-444.4",-9.82
"22099.4609","527.45","-445.4",-9.98
"22149.8496","528","-443.5",-9.67
"22198.8359","528.55","-438.3",-8.81
"22244.4902","529.1","-445.8",-10.04
"22295.082","529.65","-445",-9.91
"22345.2188","530.2","-435.6",-8.36
"22389.1641","530.75","-440.3",-9.14
"22435.8457","531.3","-442",-9.41
"22483.2734","531.85","-437.9",-8.74
"22529.3027","532.4","-440.8",-9.22
"22576.7812","532.95","-445.1",-9.92
"22625.6934","533.5","-439.5",-9
"22673.793","534.05","-445.5",-9.98
"22723.0176","534.6","-441.7",-9.36
"22771.8242","535.15","-443.3",-9.62
"22820.5059","535.7","-441.9",-9.39
"22869.25","536.25","-444",-9.73
"22918.4688","536.8","-442.9",-9.55
"22967.1543","537.35","-440.2",-9.11
"23013.8984","537.9","-436.1",-8.43
"23059.291","538.45","-438.6",-8.84
"23104.0508","539","-434.9",-8.23
"23148.9297","539.55","-439.5",-8.99
"23194.9395","540.1","-440.7",-9.19
"23241.9062","540.65","-438.3",-8.79
"23288.9629","541.2","-447.2",-10.25
"23339.7246","541.75","-441.8",-9.36
"23388.4199","542.3","-439.3",-8.95
"23435.4512","542.85","-441.3",-9.28
"23483.0234","543.4","-437.7",-8.69
"23528.8184","543.95","-438.9",-8.88
"23575.1562","544.5","-439.9",-9.05
"23622.0527","545.05","-437.4",-8.64
"23667.7598","545.6","-439.3",-8.95
"23714.5371","546.15","-441.4",-9.29
"23762.5371","546.7","-441.8",-9.36
"23811.9004","547.25","-448.1",-10.39
"23864.0938","547.8","-445.4",-9.95
"23915.5","548.35","-443.4",-9.62
"23965.4355","548.9","-442.8",-9.52
"24015.4004","549.45","-449.3",-10.58
"24069.168","550","-443.8",-9.68
"24119.4922","550.55","-442.1",-9.4
"24168.3887","551.1","-440",-9.05
"24215.8613","551.65","-439.7",-9
"24263.4961","552.2","-444.3",-9.76
"24313.582","552.75","-441.7",-9.33
"24362.8691","553.3","-446.2",-10.07
"24414.7129","553.85","-446.4",-10.1
"24466.8223","554.4","-433.5",-7.98
"24510.7676","554.95","-439.7",-8.99
"24558.2148","555.5","-445.2",-9.9
"24609.2773","556.05","-447.1",-10.21
"24662.0449","556.6","-446.2",-10.06
"24714.418","557.15","-445.6",-9.96
"24766.2832","557.7","-445.2",-9.89
"24817.8145","558.25","-443.1",-9.54
"24867.9297","558.8","-444.9",-9.84
"24919.125","559.35","-442.2",-9.39
"24968.8086","559.9","-444.9",-9.83
"25020.1719","560.45","-445.6",-9.95
"25072.041","561","-444.9",-9.83
"25123.2617","561.55","-442",-9.35
"25172.9102","562.1","-442",-9.35
"25222.8418","562.65","-447.2",-10.21
"25275.8574","563.2","-448.9",-10.48
"25330.25","563.75","-447.9",-10.32
"25383.5371","564.3","-443.2",-9.54
"25435.0898","564.85","-445.2",-9.87
"25486.584","565.4","-445",-9.84
"25538.1875","565.95","-444",-9.67
"25589.2266","566.5","-443.2",-9.54
"25639.5664","567.05","-441.8",-9.3
"25690.2031","567.6","-447.2",-10.19
"25742.6035","568.15","-446.2",-10.02
"25795.1172","568.7","-443.2",-9.53
"25847.0078","569.25","-448.9",-10.47
"25899.9102","569.8","-439.6",-8.93
"25949.5664","570.35","-443.7",-9.61
"26000.4434","570.9","-447.3",-10.2
"26053.0547","571.45","-439.9",-8.98
"26102.5703","572","-445.2",-9.85
"26154.2695","572.55","-445.9",-9.96
"26206.6875","573.1","-441.1",-9.17
"26256.5742","573.65","-448.6",-10.4
"26311.1211","574.2","-445.9",-9.96
"26363.7383","574.75","-440.2",-9.02
"26412.6309","575.3","-445.8",-9.94
"26465.1465","575.85","-442.2",-9.34
"26515.5039","576.4","-443.7",-9.59
"26566.7988","576.95","-446",-9.96
"26619.8477","577.5","-447.4",-10.19
"26673.8535","578.05","-446.9",-10.11
"26726.7168","578.6","-440.5",-9.05
"26777.0234","579.15","-443.1",-9.48
"26827.7344","579.7","-444.6",-9.72
"26879.9844","580.25","-447.1",-10.13
"26933.0391","580.8","-443.8",-9.59
"26985.3164","581.35","-444.8",-9.75
"27037.375","581.9","-444.5",-9.7
"27089.7832","582.45","-445.9",-9.93
"27141.9375","583","-441.6",-9.22
"27192.1699","583.55","-439",-8.79
"27240.125","584.1","-435.9",-8.28
"27287.25","584.65","-439.3",-8.84
"27332.8496","585.2","-427.6",-6.91
"27377.1953","585.75","-441.8",-9.25
"27425.3438","586.3","-440.5",-9.03
"27474.5488","586.85","-438.4",-8.69
"27523.3613","587.4","-449.5",-10.51
"27577.8301","587.95","-441.2",-9.14
"27627.748","588.5","-433.4",-7.86
"27673.0137","589.05","-432.5",-7.71
"27717.084","589.6","-438",-8.61
"27764.6152","590.15","-440",-8.94
"27813.752","590.7","-442.8",-9.4
"27864.0508","591.25","-436.6",-8.38
"27911.5938","591.8","-439.2",-8.81
"27960.6719","592.35","-445.7",-9.87
"28013.5078","592.9","-447.8",-10.22
"28067.9941","593.45","-441.3",-9.15
"28118.6855","594","-443",-9.42
"28170.1895","594.55","-446.1",-9.93
"28223.8398","595.1","-443",-9.42
"28275.3613","595.65","-438.7",-8.71
"28323.7363","596.2","-439.8",-8.89
"28372.5723","596.75","-435.6",-8.2
"28418.7715","597.3","-433.4",-7.84
"28464.5195","597.85","-438.6",-8.69
"28511.9785","598.4","-438.1",-8.61
"28560.0449","598.95","-438",-8.59
"28608.334","599.5","-439.7",-8.87
"28657.8711","600.05","-443.3",-9.46
"28708.7324","600.6","-441.4",-9.14
"28759.3203","601.15","-440",-8.91
"28809.4668","601.7","-442.2",-9.27
"28859.1074","602.25","-436.6",-8.35
"28907.8145","602.8","-439.8",-8.88
"28955.9531","603.35","-436.2",-8.28
"29003.8848","603.9","-438.9",-8.72
"29051.7754","604.45","-436.1",-8.26
"29098.8965","605","-435.1",-8.1
"29145.2129","605.55","-435.9",-8.23
"29191.8301","606.1","-430.8",-7.39
"29235.8301","606.65","-438.2",-8.6
"29282.793","607.2","-431.8",-7.55
"29327.9727","607.75","-434.1",-7.93
"29374.7988","608.3","-443.2",-9.42
"29424.6348","608.85","-439.9",-8.88
"29474.418","609.4","-437.1",-8.42
"29522.5469","609.95","-436.7",-8.35
"29570.1211","610.5","-437.1",-8.42
"29617.6895","611.05","-436.6",-8.33
"29664.7227","611.6","-433.5",-7.82
"29710.8398","612.15","-436.8",-8.36
"29758.2891","612.7","-440.1",-8.9
"29808.3535","613.25","-445.7",-9.82
"29862.1523","613.8","-443.4",-9.44
"29914.8301","614.35","-443",-9.38
"29967.4492","614.9","-445.9",-9.85
"30020.4102","615.45","-437.1",-8.4
"30070.8145","616","-447",-10.03
"30124.2676","616.55","-442.3",-9.25
"30176.6895","617.1","-441.9",-9.19
"30227.4238","617.65","-436.6",-8.31
"30277.334","618.2","-446.5",-9.94
"30329.6777","618.75","-438.4",-8.61
"30380.3438","619.3","-441.2",-9.06
"30431.0781","619.85","-442",-9.19
"30482.6328","620.4","-442",-9.19
"30534.4375","620.95","-442.6",-9.29
"30586.1172","621.5","-440.1",-8.88
"30636.8418","622.05","-440.1",-8.88
"30687.2051","622.6","-440.1",-8.87
"30737.5547","623.15","-440.1",-8.87
"30787.9277","623.7","-440.1",-8.87
"30837.3281","624.25","-432.2",-7.57
"30883.7285","624.8","-439",-8.69
"30932.8809","625.35","-439.5",-8.77
"30982.8281","625.9","-438",-8.52
"31031.8613","626.45","-444",-9.51
"31085.4531","627","-446.6",-9.93
"31140.6797","627.55","-442.7",-9.29
"31193.6621","628.1","-443.8",-9.47
"31247.418","628.65","-447.3",-10.04
"31302.6406","629.2","-443.5",-9.42
"31355.9746","629.75","-440.4",-8.91
"31407.5488","630.3","-441.4",-9.07
"31458.8652","630.85","-440.4",-8.9
"31510.9707","631.4","-446.3",-9.87
"31564.4492","631.95","-440.5",-8.92
"31618.1094","632.5","-449.3",-10.36
"31673.2285","633.05","-442.2",-9.19
"31725.0352","633.6","-431.9",-7.5
"31772.8711","634.15","-436.8",-8.3
"31821.0098","634.7","-440.3",-8.88
"31870.9727","635.25","-438",-8.5
"31919.3457","635.8","-429.3",-7.07
"31964.834","636.35","-435.7",-8.12
"32011.5391","636.9","-428.3",-6.9
"32055.2773","637.45","-437.4",-8.4
"32103.8984","638","-438.9",-8.64
"32153.625","638.55","-436.9",-8.31
"32202.9141","639.1","-439.9",-8.81
"32252.8555","639.65","-436.2",-8.2
"32301.793","640.2","-437.3",-8.38
"32349.9863","640.75","-433.7",-7.78
"32398.5195","641.3","-441.2",-9.02
"32447.7891","641.85","-434.7",-7.95
"32496.4316","642.4","-435.6",-8.09
"32545.3184","642.95","-442.1",-9.16
"32597.5508","643.5","-445.8",-9.77
"32652.2148","644.05","-443.9",-9.46
"32706.5918","644.6","-443",-9.31
"32760.9102","645.15","-446.5",-9.88
"32815.9453","645.7","-442.6",-9.24
"32869.2109","646.25","-438.7",-8.59
"32920.7539","646.8","-442.7",-9.25
"32972.9453","647.35","-439.6",-8.74
"33023.8633","647.9","-436.2",-8.18
"33072.793","648.45","-435.3",-8.03
"33120.7695","649","-434.7",-7.93
"33167.9531","649.55","-432.3",-7.53
"33214.8672","650.1","-435.5",-8.06
"33262.1484","650.65","-433.7",-7.76
"33309.1289","651.2","-432",-7.48
"33355.293","651.75","-437",-8.3
"33404.3086","652.3","-435.5",-8.06
"33452.6211","652.85","-438",-8.47
"33502.3633","653.4","-436",-8.14
"33551.0898","653.95","-435.9",-8.12
"33599.3086","654.5","-433.5",-7.72
"33648.0156","655.05","-443.2",-9.32
"33699.25","655.6","-435.8",-8.1
"33749.6367","656.15","-439.9",-8.77
"33801.2656","656.7","-444.5",-9.53
"33855.6289","657.25","-444.5",-9.53
"33910.8281","657.8","-444.5",-9.53
"33966.0586","658.35","-444.5",-9.52
"34021.3086","658.9","-444.5",-9.52
"34076.543","659.45","-442.3",-9.16
"34130.0195","660","-438.5",-8.53
"34180.7656","660.55","-442.1",-9.12
"34234.1406","661.1","-441.2",-8.97
"34287.043","661.65","-444.9",-9.58
"34342.3594","662.2","-441.9",-9.08
"34395.4219","662.75","-436.5",-8.19
"34445.1758","663.3","-435.5",-8.03
"34493.9297","663.85","-438.7",-8.55
"34544.6602","664.4","-431.6",-7.39
"34591.0703","664.95","-437.4",-8.34
"34640.3516","665.5","-433.8",-7.75
"34688.1055","666.05","-433.4",-7.68
"34736.1562","666.6","-438.3",-8.48
"34784.8047","667.15","-431.4",-7.35
"34831.9688","667.7","-431.7",-7.4
"34879.0938","668.25","-437.6",-8.37
"34927.8945","668.8","-435.6",-8.04
"34976.75","669.35","-433.5",-7.69
"35023.9883","669.9","-429.5",-7.03
"35069.375","670.45","-433.5",-7.69
"35116.707","671","-437.9",-8.41
"35166.957","671.55","-433.7",-7.72
"35214.3594","672.1","-429.9",-7.09
"35260.1953","672.65","-432.5",-7.52
"35307.3125","673.2","-436.5",-8.18
"35356.2852","673.75","-436.9",-8.24
"35405.9102","674.3","-435.8",-8.06
"35453.8516","674.85","-428.2",-6.81
"35500.8984","675.4","-438.6",-8.52
"35550.5195","675.95","-439.5",-8.67
"35601.5859","676.5","-434.3",-7.81
"35650.3281","677.05","-433.1",-7.61
"35697.8906","677.6","-434.8",-7.89
"35746.3633","678.15","-439.6",-8.68
"35798.3828","678.7","-436.6",-8.18
"35848.4102","679.25","-443",-9.24
"35902.9375","679.8","-435.3",-7.97
"35952.0195","680.35","-435.6",-8.02
"36001.2422","680.9","-436",-8.08
"36050.6719","681.45","-435.8",-8.05
"36100.8008","682","-442",-9.07
"36153.832","682.55","-439.7",-8.69
"36206.2734","683.1","-438.8",-8.54
"36257.8398","683.65","-437.5",-8.32
"36308.2734","684.2","-434.6",-7.84
"36357.2188","684.75","-434.6",-7.84
"36406.0898","685.3","-436.1",-8.09
"36455.6445","685.85","-436.8",-8.2
"36505.5664","686.4","-435.9",-8.05
"36554.9922","686.95","-434.2",-7.77
"36604.4688","687.5","-438.3",-8.44
"36654.6719","688.05","-436.1",-8.08
"36704.707","688.6","-435.3",-7.95
"36754.7539","689.15","-439.6",-8.66
"36806.6406","689.7","-440.7",-8.84
"36859.4375","690.25","-438.9",-8.54
"36911.2891","690.8","-436.7",-8.17
"36960.8945","691.35","-429.6",-7
"37007.125","691.9","-427.3",-6.63
"37051.3633","692.45","-435.1",-7.91
"37100.3867","693","-434.9",-7.88
"37149.457","693.55","-435",-7.89
"37197.5195","694.1","-427.3",-6.62
"37243.7148","694.65","-434.4",-7.79
"37290.0352","695.2","-428.6",-6.84
"37337.0938","695.75","-435.1",-7.91
"37384.0273","696.3","-428.6",-6.84
"37430.8398","696.85","-436.5",-8.14
"37479.5","697.4","-428.7",-6.85
"37525.0859","697.95","-430.7",-7.18
"37570.6562","698.5","-423.8",-6.04
"37613.3398","699.05","-424.6",-6.18
"37655.6953","699.6","-425.2",-6.27
"37697.3945","700.15","-418.3",-5.14
"37737.125","700.7","-426",-6.41
"37779.3281","701.25","-418.8",-5.22
"37818.6484","701.8","-415.4",-4.66
